id,country,city,line,phase,start_year,end_year,rr,length,tunnel_pct,tunnel_km,elevated,atgrade,stations,cost_km_real,real_cost_total
8201,AE,Dubai,Phase 2,Phase 2 - Green Line,2006,2010,0,22.5,35.11,7.9,0,0,20,485.7,10928.9
8202,AE,Dubai,Red Line,Phase 3 (Red Line Extension/Route 2020),2016,2020,0,15,21.33,3.2,0,0,7,493.0,7395.0
7593,AR,Buenos Aires,RER,RER,2020,2026,1,20,100.00,20,0,0,4,245.6,4911.5
9753,AT,Vienna,va,Lainz Tunnel,1999,2012,1,12.8,100.00,12.8,0,0,0,209.4,2680.2
7360,AT,Vienna,Line 2,Line 2 extension,2010,2013,0,4.2,0.00,0,2.63,1.57,3,139.0,583.6
7361,AT,Vienna,Line 1,Line 1 extension,2012,2017,0,4.7,57.00,2.7,0.06,2.008,5,225.5,1060.0
7362,AT,Vienna,U2/U5 cross,U2/U5 cross,2019,2029,0,9,100.00,9,0,0,11,335.9,3023.4
7280,AU,Melbourne,Metro Tunnel,Metro Tunnel,2018,2025,0,9,100.00,9,0,0,5,1146.9,10322.2
7587,AU,Perth,Forrestfield-Airport Link,Forrestfield-Airport Link,2016,2021,1,8.5,100.00,8.5,0,0,3,193.7,1646.3
7275,AU,Sydney,Metro NW,Metro NW,2013,2019,0,36,42.00,15.1,0,0,13,200.6,7223.2
7274,AU,Sydney,Metro City & SW,Metro City & SW,2017,2024,0,30,51.00,15.3,0,0,7,423.8,12713.6
7464,BD,Dhaka,Line 6,Line 6,2015,2022,0,21.3,0.00,0,0,0,16,633.6,13495.4
7465,BD,Dhaka,Line 1,Line 1,2020,2026,0,31.2,64.00,19.9,0,0,19,569.9,17780.7
7466,BD,Dhaka,Line 5,Line 5,2020,2028,0,19.6,70.00,14,0,0,14,673.3,13196.2
7266,BE,Brussels,Line 3,Line 3,2020,2028,0,4.8,100.00,4.8,0,0,7,704.2,3380.0
7170,BG,Sofia,Line 2,Line 2,2008,2012,0,17,90.00,15.3,0,0,11,274.6,4668.9
7169,BG,Sofia,Line 1,Line 1 southern,2013,2015,0,3,100.00,3,0,0,3,66.3,198.8
7171,BG,Sofia,Line 2,Line 2 extension,2012,2016,0,1.3,100.00,1.3,0,0,1,73.0,94.9
7176,BG,Sofia,Line 3,Line 3,2016,2021,0,12,100.00,12,0,0,12,177.5,2129.4
7177,BG,Sofia,Line 3,Line 3 extension (Third Stage),2021,2026,0,3.1,100.00,3.1,0,0,4,143.2,444.0
7168,BG,Sofia,Line 1,Line 1 northern,2009,cond,0,5.1,60.00,3.1,0,0,4,199.2,1016.1
8194,BH,Bahrain,Phase 1,Phase 1 (Red & Blue),2018,2023,1,28.6,0.00,0.0,0,0,20,99.8,2853.8
8195,BH,Bahrain,Phase 2,Phase 2,2020,X,1,72.7,0.00,0.0,0,0,,152.4,11079.1
9754,BR,Rio de Janeiro,Line 4,Line 4,2010,2016,0,16,96.00,15.4,0,0,7,525.2,8402.8
7344,BR,Salvador,Lines 1-2,Lines 1-2,2000,2017,0,33,4.00,1.4,10.935,20.745,20,126.5,4175.3
9755,BR,Salvador,SkyRail Bahia,SkyRail Bahia,2020,2022,0,23.3,0.00,0,0,0,26,80.9,1883.8
7339,BR,Sao Paulo,Line 5,Line 5 extension,2010,2019,0,12,100.00,12,0,0,11,430.3,5163.7
9756,BR,Sao Paulo,Line 17,Line 17,2012,2021,0,7.7,0.00,0,0,0,8,521.2,4012.9
7528,BR,Sao Paulo,Line 6,Line 6 phase 1,2015,2023,0,15.9,84.00,13.4,0,0,15,330.6,5257.2
9761,CA,Calgary,Green Line,Green Line stage 1,2021,2027,0,20,20.00,4,0,0,15,231.0,4620.0
7106,CA,Calgary,Blue Line Extension,Northeast,2027,~,0,1,0.00,0,0,1,1,160.6,160.6
,CA,Edmonton,Valley Line Southeast,Southeast,2016,2023,0,13.1,3.00,0.4,,,12,138.8,1818.9
7104,CA,Edmonton,Metro Line Extension,Northwest Phase 1,2020,2024,0,1.6,0.00,0,0,1.6,2,183.4,293.4
7103,CA,Edmonton,Valley Line Extension,West,2022,2028,0,14,0.00,0,2.1,11.9,14,186.8,2615.2
7116,CA,Hamilton,Hamilton LRT,Phase 1,2025,2029,0,14,0.00,0,0,14,17,242.9,3400.0
7114,CA,Mississauga,Hazel McCallion LRT,Phase 1,2020,2027,0,18,0.05,1,,18,19,273.0,4913.7
7401,CA,Montreal,Laval extension,Laval extension,2001,2007,0,5.2,100.00,5.2,0,0,3,197.9,1029.0
7146,CA,Montreal,Blue Line,Blue Line,2020,2026,0,5.8,100.00,5.8,0,0,5,1411.9,8189.3
7130,CA,Montreal,PSE,Phase 1,2025,2033,0,31,0.00,0,0,31,36/22,612.9,19000.0
7125,CA,Montreal,REM,Current Project Scope,2018,2027,0,67,15.67,10.5,16.3,36.7,24,151.2,10128.8
7117,CA,Ottawa,Confederation,Confederation,2013,2019,0,12.5,20.00,2.5,0.84,9.16,13,187.1,2339.3
7118,CA,Ottawa,Confederation,East West Extensions,2019,2025,0,28,12.14,3.4,0,12,17,93.8,2627.2
7121,CA,Ottawa,Line 2/Line 4,South Extension+Airport Link,2020,2025,0,20,0.00,0,0.5,15.5,13,83.9,1677.4
7400,CA,Toronto,Sheppard,Sheppard,1994,2002,0,5.5,100.00,5.5,0,0,5,291.0,1600.7
7108,CA,Toronto,YUS,Vaughan,2009,2017,0,8.6,100.00,8.6,0,0,6,416.7,3584.0
7283,CA,Toronto,Eglinton Crosstown,Eglinton Crosstown,2011,2025,0,19,53.00,10,0.62,8.31,25,750.4,14258.5
7115,CA,Toronto,Finch West LRT,Phase 1,2019,2025,0,10.3,0.05,1,,17,18,256.9,2645.9
7109,CA,Toronto,Bloor/SSE,Scarborough,2020,2030,0,7.8,100.00,7.8,0,0,3,759.8,5926.4
7111,CA,Toronto,YUS/YNSE,Yonge to Richmond Hill,2020,2030,0,7.4,100.00,7.4,0,0,6,791.2,5854.6
7113,CA,Toronto,Eglinton Crosstown,Phase 1 West,2022,2031,0,9.2,73.91,6.8,1.5,0.9,7,251.2,2311.4
7110,CA,Toronto,Ontario Line,Ontario,2022,2031,0,15.5,57.00,8.8,5.76,1.06,15,1558.3,24153.7
9762,CA,Vancouver,Millennium Line,Millennium Line Phase 1,1998,2002,0,19.9,0.00,0,0,0,13,91.4,1818.2
9763,CA,Vancouver,Canada Line,Canada Line,2005,2009,0,18.4,49.00,9.1,0,0,16,141.9,2611.5
9764,CA,Vancouver,Evergreen Line,Evergreen Line,2012,2016,0,10.9,18.00,2,0,0,6,144.6,1576.0
7136,CA,Vancouver,Millennium,Broadway,2020,2027,0,5.7,87.72,5,0.295,0.446,6,558.4,3183.0
7102,CA,Vancouver,Surrey Langley SkyTrain,Planning,2024,2029,0,16,0.00,0,1,0,8,374.8,5996.0
,CA,Vancouver,Expo Line,Expo Line Surrey-Langley extension,2022,,0,16,0,0,,,8,233.6,3737.6
7101,CA,Vancouver,Millennium,UBC,2028,,,,,,,,,,
7560,CH,Geneva,CEVA,CEVA,2013,2019,1,8.8,96.00,8.4,0.14,0.212,4,162.5,1430.1
,CH,Lausanne,Line 2,Line 2,2002,2008,0,6,,4.5,1.5,0,14,83.1,498.5
7529,CH,Lucerne,Zentralbahn,Zentralbahn,2008,2013,1,1.5,90.00,1.4,0,0,1,147.5,221.2
7530,CH,Zurich,Durchmesserlinie,Durchmesserlinie,2007,2014,1,9.6,50.00,4.8,0.2,4.6,1,212.4,2039.1
7338,CL,Santiago,Project 63,Project 63,2013,2019,0,37,100.00,37,0,0,28,185.0,6844.7
7337,CL,Santiago,Line 7,Line 7,2021,2026,0,24.8,100.00,24.8,0,0,21,218.8,5426.3
7641,CN,Beijing,Line 1,Line 1 Phase 1,1965,1969,0,23.6,100.00,23.6,0,0,17,,
7649,CN,Beijing,Line 13,Line 13,1999,2003,0,40.85,0.00,0,13.855,26.995,17,114.1,4661.9
8065,CN,Beijing,Line 5,Line 5,2002,2007,0,27.6,,,#N/A,#N/A,23,263.2,7264.2
7960,CN,Beijing,Line 10,Line 10 North and East,2003,2008,0,24.64,100.00,24.64,0,0,22,322.7,7951.5
8139,CN,Beijing,Capital Airport Express,Capital Airport Express,2005,2008,0,28.1,0.00,0,17.315,10.785,4,12.9,361.2
7987,CN,Beijing,Line 8,Line 8 Phase 1 for Olympics,2005,2008,0,4.528,100.00,4.528,0,0,4,310.2,1404.6
7640,CN,Beijing,Line 4,Line 4,2004,2009,0,28.2,95.17,26.837,0,0,24,316.5,8926.5
8041,CN,Beijing,Daxing Line,Daxing Line,2007,2010,0,21.8,80.28,17.5,4.36,0,11,259.4,5654.4
7650,CN,Beijing,Line 8,Line 8 Phase 2 North,,2011,0,10.7,100.00,10.7,0,0,6,,
8145,CN,Beijing,Line 10,Line 10 South and West,2007,2012,0,32.46,100.00,32.5,0,0,24,,
,CN,Beijing,Line 9,Line 9,2007,2012,0,16.5,100,16.5,,,13,346.5,5716.8
7832,CN,Beijing,Line 6,Line 6 Phase 1,2008,2012,0,30.4,100,30.4,,,20,408.2,12408.6
8131,CN,Beijing,Line 8,Line 8 Northern Extension,2011,2013,0,6.328,73.45,4.648,1.7091,0,3,206.4,1306.4
7651,CN,Beijing,Line 8,Line 8 Phase 2 South,,2013,0,4.447,100.00,4.447,0,0,6,,
8112,CN,Beijing,Line 15,Line 15 Phase 1,2009,2014,0,41.4,66.91,27.7,13.605,0.471,18,193.8,8021.3
7904,CN,Beijing,Line 7,Line 7 Phase 1,2009,2014,0,23.7,100.00,23.7,0,0,21,244.3,5790.9
,CN,Beijing,Line 6,Line 6 Phase 2,2011,2014,0,12.4,100,12.4,,,8,182.7,2264.9
7643,CN,Beijing,Line 14,Line 14 East,2010,2015,0,31.4,100.00,31.4,0,0,23,,
8144,CN,Beijing,Line 8,Line 8 Phase 3 South,2014,2018,0,13,100.00,13.0,0,0,11,,
7785,CN,Beijing,Line 8,Line 8 Phase 4,2016,2018,0,3.4,29.08,0.9886,2.414,0,2,352.7,1199.2
7985,CN,Beijing,Daxing Airport Express,Daxing Airport Express Phase 1,2016,2019,0,44,,,#N/A,#N/A,3,189.6,8342.3
7648,CN,Beijing,Capital Airport Express,Capital Airport Express west extenion,2016,2020,0,1.83,100,1.83,,,1,299.0,547.2
7816,CN,Beijing,Line 7,Line 7 Phase 2 (Eastern Extension),2016,2020,0,17.2,87.21,15,0,0,9,300.2,5164.2
7795,CN,Beijing,Line 25,Line 25 Phase 2 (Fangshan Northern Extension),2017,2020,0,5,,,#N/A,#N/A,4,340.8,1704.1
7794,CN,Beijing,Line 16,Line 16,2013,2021,0,49.8,100.00,49.8,0,0,29,375.2,18685.4
7776,CN,Beijing,Line 3,Line 3 Phase 1+2,2016,2021,0,37.4,55.61,20.8,0,0,27,389.1,14551.2
7777,CN,Beijing,Line 12,Line 12,2017,2021,0,29.2,100.00,29.2,0,0,21,389.1,11360.4
7792,CN,Beijing,Line 19,Line 19 Phase 1,2017,2021,0,22.4,100.00,22.4,0,0,10,347.2,7777.0
7760,CN,Beijing,Line 28,Line 28,2017,2021,0,8.777,100.00,8.777,0,0,9,435.6,3823.3
7769,CN,Beijing,Line 11,Line 11 West,2019,2021,0,4.2,100,4.2,,,4,404.8,1700.0
7824,CN,Beijing,Line 27,Line 27 Phase 2 (Changping Southern Extension),2019,2021,0,16.6,,,#N/A,#N/A,8,300.6,4989.5
7635,CN,Beijing,Line 8,Line 8 Phase 3 North,2019,2021,0,3.6,100.00,3.6,0,0,3,,
7793,CN,Beijing,Line 17,Line 17,2015,2022,0,49.7,100,49.7,,,20,308.2,15318.7
7883,CN,Beijing,Line 13,Line 13A,2019,2022,0,30.2,60.26,18.2,12.08,0,18,237.9,7184.8
8129,CN,Beijing,Line 13,Line 13B,2019,2022,0,32.2,31.99,10.3,12.11,10.108,15,117.7,3790.3
7864,CN,Beijing,Line 22,Line 22,2019,2022,0,78.6,62.00,48.5,0,0,20,243.9,19170.5
,CN,Beijing,Line M101,Line M101,2022,2027,0,19,100,19,,,14,280.4,5328.2
7642,CN,Beijing,Line 14,Line 14 West,2010,,0,12.4,59.68,7.4,4.565,0.519,7,,
7986,CN,Beijing,Daxing Airport Express,Daxing Airport Express Phase 2,2019,,0,3.5,,,#N/A,#N/A,2,346.1,1211.5
,CN,Beijing,Yanfang Branch,Yanfang Branch,2020,,0,6.015,0,0,,,3,222.5,1338.6
,CN,Changchun,Line 1,Line 1 South Extension,2010,2019,0,8,100,8,,,6,241.9,1935.5
,CN,Changchun,New Beihu Line,New Beihu Line,2010,2019,0,13.4,0,0,,,13,110.2,1476.2
,CN,Changchun,Line 2,Line 2 Western Extension,2015,2019,0,5.3,100,5.3,,,3,198.5,1052.1
,CN,Changchun,Line 2,Line 2,,2020,0,22.8,100,22.8,,,19,200.9,4580.9
8056,CN,Changchun,Line 2,Line 2 Eastern Extension,2019,2025,0,9.1,100.00,9.1,0,0,5,171.4,1559.9
8115,CN,Changchun,Line 9,Line 9 (Konggang),2019,2025,0,28.2,49.29,13.9,0,0,8,136.3,3842.8
7963,CN,Changchun,Line 7,Line 7 Phase 1,2020,2025,0,22.5,100.00,22.5,0,0,19,210.6,4737.5
7889,CN,Changchun,Line 5,Line 5 Phase 1,2021,,0,19.567,100,19.567,,,18,306.5,5997.4
8138,CN,Changchun,Line 3,Line 3 Southern Extension,,,0,3,26.67,0.8,0,0,2,85.0,255.1
8097,CN,Changchun,Line 4,Line 4 Southern Extension,,,0,4,0.00,0,0,0,6,153.0,612.0
8008,CN,Changchun,Line 6,Line 6,,,0,29.7,100.00,29.7,0,0,22,200.1,5943.3
,CN,Changsha,First,First,2008,2015,0,45.92,97,44.61,,,32,190.3,8740.6
,CN,Changsha,Line 2,Line 2 Phase 2,2011,2015,0,21.926,100,21.926,,,19,204.9,4492.0
8064,CN,Changsha,Line 2,Line 2 West Extension Phase 1,2012,2015,0,4.5,,,#N/A,#N/A,4,215.9,971.5
7993,CN,Changsha,Line 3,Line 3 Phase 1,2012,2016,0,35.6,,,#N/A,#N/A,25,208.5,7420.9
8003,CN,Changsha,Line 4,Line 4 Phase 1,2013,2017,0,33.5,,,#N/A,#N/A,24,258.0,8642.6
7961,CN,Changsha,Line 5,Line 5 Phase 1,2014,2021,0,22.7,100.00,22.7,0,0,18,284.5,6458.1
8067,CN,Changsha,Line 1 North Extension,Line 1 North Extension Phase 1,2017,2021,0,9.93,54.38,5.4,0,0,5,193.3,1919.3
8018,CN,Changsha,Line 2,Line 2 West Extension,2017,2021,0,14.72,78.26,11.52,0,0,11,203.0,2987.8
7833,CN,Changsha,Line 6,Line 6 Central,2017,2021,0,26.5,100.00,26.5,0,0,20,265.0,7022.7
7841,CN,Changsha,Line 7,Line 7 Phase 1,2017,2021,0,21.6,100.00,21.6,0,0,16,263.6,5694.8
8104,CN,Changsha,Line 4,Line 4 North Extension,2018,2022,0,14.26,14.45,2.06,0,0,8,150.5,2145.4
7880,CN,Changsha,Line 5,Line 5 South Extension,2018,2022,0,8.43,100.00,8.43,0,0,7,250.6,2112.8
7913,CN,Changsha,Line 6,Line 6 West,2018,2022,0,10.05,100.00,10.05,0,0,7,236.4,2376.0
8096,CN,Changsha,Line 6,Line 6 East,2018,2022,0,12.15,100.00,12.15,0,0,5,158.7,1928.4
8130,CN,Changsha,Line 5,Line 5 North Extension,2019,2022,0,3.65,48.49,1.77,0,0,2,121.2,442.5
,CN,Changsha,Line 2 West Extension,Line 2 West Extension Phase 2,2021,2025,0,13.99,98,13.78,,,11,250.6,3506.5
,CN,Changzhou,Line 1,Line 1 Phase 1,2019,,0,34.237,92,31.635,,,29,193.3,6618.9
,CN,Changzhou,Line 2,Line 2 Phase 1,2021,,0,19.79,100,19.79,,,15,213.4,4223.0
,CN,Chengdu,Line 18,Line 18 Phase 1 and 2,2016,2019,0,58.6,65,37.9,,,13,180.0,10549.4
,CN,Chengdu,Line 1,Line 1 Phase 3,2013,2020,0,13,43,5.6,,,10,140.6,1827.9
,CN,Chengdu,Line 10,Line 10 Phase 1,2013,2020,0,10.9,100,10.9,,,5,159.1,1733.7
,CN,Chengdu,Line 3,Line 3 Phase 2,2013,2020,0,15,60,9,,,9,147.2,2207.9
,CN,Chengdu,Line 4,Line 4 Phase 2,2013,2020,0,21.3,100,21.3,,,13,150.7,3209.8
,CN,Chengdu,Line 7,Line 7,2013,2020,0,38.6,100,38.6,,,31,219.8,8483.1
,CN,Chengdu,Line 5,Line 5 Phase 1 and 2 (redesign),2015,2020,0,49,68,33.2,,,39,201.5,9874.5
9499,CN,Chengdu,Line 10,Line 10 Phase 2,2016,2020,0,26.7,38.95,10.4,16.554,0,9,166.0,4431.8
9494,CN,Chengdu,Line 9,Line 9 Phase 1,2016,2020,0,22.2,100.00,22.2,0,0,13,286.5,6360.9
7856,CN,Chengdu,Line 13,Line 13 Phase 1,2019,2024,0,28.85,91.16,26.3,0,0,19,245.8,7090.1
7928,CN,Chengdu,Line 17,Line 17 Phase 2,2019,2024,0,27.6,100.00,27.6,0,0,17,217.4,6001.6
7786,CN,Chengdu,Line 18,Line 18 Phase 3,2019,2024,0,14.29,100.00,14.29,0,0,7,307.5,4394.9
8026,CN,Chengdu,Line 19,Line 19 Phase 2,2019,2024,0,42.87,100,42.87,,,12,248.4,10650.7
7994,CN,Chengdu,Line 27,Line 27 Phase 1,2019,2024,0,24.86,70,17.35,,,17,200.1,4973.9
7899,CN,Chengdu,Line 30,Line 30 Phase 1,2019,2024,0,24.78,100.00,24.78,0,0,24,231.3,5731.1
7808,CN,Chengdu,Line 8,Line 8 Phase 2,2019,2024,0,7.83,100.00,7.83,0,0,7,286.6,2244.0
7977,CN,Chengdu,Line 10,Line 10 Phase 3,2019,2025,0,5.5,100.00,5.5,0,0,4,202.6,1114.3
,CN,Chengdu,Line 3,Line 3 Phase 3 (redesign),2015,,0,12.6,57,7.2,,,9,173.6,2187.9
,CN,Chengdu,Line 17,Line 17 Phase 1,2021,,0,26.14,79,20.64,,,9,186.4,4872.8
9493,CN,Chengdu,Line 8,Line 8 Phase 1,2021,,0,29.1,100,29.1,,,25,244.8,7124.0
,CN,Chengdu,Line S3,Line S3,2021,,1,38.7,27,10.42,,,7,94.7,3665.9
,CN,Chengdu,Line S5,Line S5,2022,,1,59,17,9.85,,,13,108.8,6420.9
8066,CN,Chongqing,Ring Line,Ring Line,2012,2016,0,50.93,86,43.622,,,33,242.8,12364.7
8123,CN,Chongqing,Line 5,Line 5 Phase 1,2013,2017,0,40,,,#N/A,#N/A,25,189.2,7567.0
8090,CN,Chongqing,Line 4,Line 4 Phase 1,2013,2018,0,15.77,70.07,11.05,4.731,0,9,210.8,3323.7
7944,CN,Chongqing,Line 10,Line 10,2014,2020,0,44.09,81.15,35.78,7.06,1.3171,27,214.4,9454.4
8074,CN,Chongqing,Line 6,Line 6 Branch (EXPO) Phase 2,2016,2020,0,13.99,63.83,8.93,0,0,7,162.4,2272.2
8081,CN,Chongqing,Line 9,Line 9 Phase 2,2016,2020,0,10.77,,,#N/A,#N/A,5,196.7,2118.8
7882,CN,Chongqing,Line 5,Line 5 Northern Extension,2019,2024,0,8.95,100,8.95,,,7,282.5,2528.6
7952,CN,Chongqing,Line 5,Line 5A,2019,2024,0,28.96,62.57,18.12,0,0,19,213.5,6181.9
,CN,Chongqing,Line 18,Line 18 Phase 2,2020,2025,0,10.61,100,10.61,,,8,237.3,2518.0
,CN,Chongqing,Line 4,Line 4 West extension,2021,2026,0,10.9,100,10.9,,,9,276.4,3012.4
,CN,Chongqing,Line 17,Line 17 (redesign) Phase 1,2022,2026,0,14.18,100,14.18,,,9,206.6,2929.4
,CN,Chongqing,Line 15,Line 15 Phase 1,2021,2027,1,38.73,92,35.463,,,14,201.0,7784.1
,CN,Chongqing,Line 27,Line 27,2021,2027,1,51.789,98,50.529,,,14,189.7,9826.5
,CN,Chongqing,Line 2,Line 2,2000,,0,19.15,,,,,18,154.1,2952.0
,CN,Chongqing,Line 1,Line 1 Phase 2,2007,,0,15.5,,,,,9,167.3,2593.9
,CN,Chongqing,Line 1,Line 1 Phase 1,2007,,0,16.5,,,,,14,235.1,3880.0
,CN,Chongqing,Line 3,Line 3,2007,,0,39.1,,,,,29,182.6,7139.1
8121,CN,Chongqing,Line 6,Line 6 Branch (EXPO),2013,,0,12.1,98,11.9,,,5,173.5,2099.9
,CN,Chongqing,Jiangjin Line,Jiangjin Line South Extension,2018,,0,4.6,,,,,2,231.3,1064.1
,CN,Chongqing,Bishan-Tongliang Line,Bishan-Tongliang Line,2020,,0,37.353,28,10.386,,,9,68.8,2570.6
,CN,Chongqing,Jiangjin Line,Jiangjin Line,2020,,0,28.22,21,5.8,,,7,72.6,2050.1
,CN,Chongqing,Line 15,Line 15 Phase 2,2021,,1,32.8,93,30.5,,,11,196.3,6437.7
,CN,Chongqing,Line 24,Line 24 Phase 1,2021,,0,18.9,100,18.9,,,12,231.0,4365.1
8082,CN,Chongqing,Line 9,Line 9 Phase 1,2021,,0,32.3,,,,,26,185.6,5994.7
,CN,Chongqing,Line 6,Line 6 East,2022,,0,6.7,,,,,3,189.5,1269.7
8059,CN,Chongqing,Line 4,Line 4 Phase 2,,,0,32.6,63.40,20.67,0,0,14,168.5,5493.0
,CN,Dalian,Line 1,Line 1 Phase 3,2010,2021,0,13.2,14,1.8,,,3,183.7,2425.5
,CN,Dalian,Line 4,Line 4,2010,2022,0,24.484,1,24.484,,,18,250.6,6136.7
8160,CN,Dongguan,Line 1,Line 1 Phase 1,2021,2026,0,57.46,86,49.4,,,25,198.2,11387.8
8162,CN,Dongguan,Line 1,Line 1 Phase 3,2021,2026,0,51.5,100,51.5,,,20,214.3,11037.2
8163,CN,Dongguan,Line 1,Line 1 Feeder Phase 1,2022,2027,0,25.56,100.00,25.6,0,0,10,205.3,5247.4
8168,CN,Dongguan,Line 2,Line 2 Phase 3,2022,2027,0,17.5,96,16.8,,,9,251.7,4405.1
8161,CN,Dongguan,Line 1,Line 1 Phase 2,2023,2028,0,10.9,34.86,3.8,0,0,4,166.6,1815.7
8169,CN,Dongguan,Line 3,Line 3 Phase 1,2023,2028,0,50.14,100.00,50.1,0,0,18,192.4,9649.1
8170,CN,Dongguan,Line 3,Line 3 feeder,2024,2028,0,1.8,100.00,1.8,0,0,1,216.1,388.9
,CN,Foshan,Guangfo Line,Guangfo Line,2007,2011,0,32.16,100,32.16,,,21,214.9,6910.4
,CN,Foshan,Line 2,Line 2 Phase 1,2014,2021,0,32.41,78,25.3,,,17,193.9,6284.4
,CN,Foshan,Line 3,Line 3 Phase 1,2016,2022,0,69.5,86,59.5,,,37,183.7,12766.0
,CN,Foshan,Line 11,Line 11,2021,2026,0,36.4,66,24,,,18,203.4,7403.9
,CN,Foshan,Line 2,Line 2 Phase 2,2021,2026,0,23.5,0.54,12.7,,,10,147.8,3474.1
,CN,Foshan,Line 4,Line 4 Phase 1,2021,2026,0,55.91,88,49.1,,,33,226.6,12671.6
,CN,Fuzhou,Line 1,Line 1 Phase 1,2009,2017,0,24.6,100,24.6,,,21,266.0,6544.4
7953,CN,Fuzhou,Line 6,Line 6,2015,2019,0,40.5,79.01,32,0.455,8.05,20,240.0,9718.1
,CN,Fuzhou,Line 1,Line 1 South Extension,2015,2020,0,4.924,100,4.924,,,4,178.0,876.5
7898,CN,Fuzhou,Line 4,Line 4 Phase 1,2017,2021,0,24.2,100.00,24.2,0,0,21,267.1,6464.2
,CN,Fuzhou,Line 2,Line 2 East Extension,2020,,0,16.88,100,16.88,,,12,223.9,3779.5
7874,CN,Fuzhou,Line 5,Line 5 Phase 1,2020,,0,27.7,100,27.7,,,20,234.0,6480.4
,CN,Fuzhou,Line 6,Line 6 East Extension,2020,,0,5.29,100,5.29,,,6,229.6,1214.5
,CN,Fuzhou,F1,F1 Express Line,2021,,0,62.4,76,47.2,,,15,181.6,11333.2
9486,CN,Guangzhou,Line 13,Line 13 Phase 1,2013,2017,0,27.03,100.00,27.03,0,0,11,265.9,7186.5
,CN,Guangzhou,Line 14,Line 14 Phase 1,2012,2018,0,54.4,40,21.9,,,13,121.9,6631.5
,CN,Guangzhou,Line 14,Line 14 Branch,2012,2018,0,21.6,92,19.9,,,5,126.6,2735.6
,CN,Guangzhou,Line 21,Line 21,2012,2018,0,61.6,69,42.5,,,14,165.8,10214.9
,CN,Guangzhou,Line 4,Line 4 South Extension,2012,2018,0,12.5,96,12.01,,,6,220.2,2752.3
7851,CN,Guangzhou,Line 14,Line 14 Phase 2,2017,2021,0,11.6,100.00,11.6,0,0,7,257.1,2981.8
7859,CN,Guangzhou,Line 22,Line 22,2017,2021,1,31,100,31,,,6,253.3,7852.9
7779,CN,Guangzhou,Line 10,Line 10,2017,2022,0,19.41,100,19.41,,,14,354.7,6884.1
7865,CN,Guangzhou,Line 5,Line 5 Eastern Extension,2018,2022,0,9.7,100.00,9.7,0,0,6,254.6,2469.2
7915,CN,Guangzhou,Line 7,Line 7 Phase 2,2018,2022,0,21.8,100.00,21.8,0,0,11,233.9,5099.0
8040,CN,Guangzhou,Line 3,Line 3 Eastern Extension,2019,2022,0,9.6,100.00,9.6,0,0,4,186.4,1789.6
7922,CN,Guangzhou,Line 18,Line 18,2017,2023,1,62.5,100,62.5,,,9,231.3,14456.5
7912,CN,Guangzhou,Line 8,Line 8 Northern Extension,2017,2023,0,20,57,11.3,,,9,224.3,4486.6
7811,CN,Guangzhou,Line 12,Line 12,2018,2023,0,37.6,100,37.6,,,25,296.7,11154.7
,CN,Guangzhou,Line 3,Line 3 Phase 1,2000,,0,35.86,100,35.86,,,18,292.9,10503.5
,CN,Guangzhou,Line 6,Line 6 Phase 1,2006,,0,24.3,87,21.2,,,22,264.6,6428.9
,CN,Guangzhou,Line 2 and 8,Line 2 and 8 Extension,2007,,0,28.55,,,,,22,266.9,7619.7
,CN,Guangzhou,Line 6,Line 6 Phase 3,2009,,0,17.6,100,17.6,,,,193.5,3405.9
,CN,Guangzhou,Line 9,Line 9,2009,,0,18.3,100,18.3,,,,201.6,3688.7
,CN,Guangzhou,Line 7,Line 7,2012,,0,17.6,100,17.6,,,,206.7,3638.8
,CN,Guangzhou,Line 11,Line 11,2019,,0,44.2,100,44.2,,,32,308.8,13650.3
7778,CN,Guangzhou,Line 13,Line 13 Phase 2,2019,,0,33.5,100,33.5,,,23,367.8,12320.1
,CN,Guangzhou,Line 18,Nansha-Zhuhai (Zhongshan) intercity or Line 18,2020,,1,79,100,79,,,,183.0,14456.5
,CN,Guangzhou,Line 22,Line 22 Northern Extension,2020,,1,39,100,39,,,,247.9,9667.4
,CN,Guangzhou,Line 28,Line 28,2020,,1,107,100,107,,,,264.9,28347.7
,CN,Guangzhou,Line 18,Line 18 North,2021,,1,41.1,100,41.1,,,10,263.6,10833.1
,CN,Guangzhou,Line 8,Line 8 Eastern Extension,2021,,0,18,100,18,,,7,261.6,4709.4
,CN,Guilin,Line 1,Line 1,2020,,0,29.27,6,1.9,,,13,84.3,2468.6
9491,CN,Guiyang,Line 1,Line 1 Phase 1,2013,2017,0,34.3,84.55,29,5.14,0.348,25,250.3,8584.1
8058,CN,Guiyang,S1,S1 Phase 1,2016,2020,0,28.5,52.98,15.1,0,0,12,183.0,5214.4
,CN,Guiyang,Line 2,Line 2 Phase 1,,2021,0,27.6,100,27.6,,,24,200.3,5528.5
7976,CN,Guiyang,Line 2,Line 2 Phase 2,2017,2022,0,12.8,81.25,10.4,2.27,0.162,8,223.0,2855.0
7931,CN,Guiyang,Line 3,Line 3 Phase 1,2018,2023,0,43.135,100.00,43.135,0,0,29,229.7,9907.4
8011,CN,Guiyang,S2,S2 Phase 1 North,2021,,0,30.32,75,22.64,,,13,161.7,4901.6
